id,context,question,A,B,C,D,answer
284,"15-瘫痪
指因疾病或意外伤害导致两肢或两肢以上肢体随意运动功能永久完全丧失。肢体
随意运动功能永久完全丧失，指疾病确诊180天后或意外伤害发生180天后，每肢
三大关节中的两大关节仍然完全僵硬，或肢体肌力在2级（含）以下。",什么情况下可以被认定为瘫痪？,仅有一肢被认定为瘫痪即可符合瘫痪的定义。,肢体完全僵硬但无需180天的等待期限才能被认定为瘫痪。,仅手指或脚趾的肌力在2级以下也可以被认定为瘫痪。,根据以上保险条款内容，可以被认定为瘫痪的情况是疾病确诊180天后或意外伤害发生180天后，每肢三大关节中的两大关节仍然完全僵硬，或肢体肌力在2级（含）以下。,
285,"-42-
（3）肝功能不全，血总胆红素＞102μmol/L；
（4）心功能衰竭，已经应用强心剂；
（5）出现神志不清或昏迷，格拉斯哥昏迷分级（GCS,GlasgowComaScale）结果
为9分或9分以下；
（6）肾功能衰竭，血清肌酐＞300μmol/L且每日总尿量＜500ml。
败血症引起的多器官功能障碍综合征的诊断应由相关专科医生证实。
非败血症引起的多器官功能障碍综合征不在保障范围内。",根据以上保险条款，哪些情况下可以被保险公司认定为败血症引起的多器官功能障碍综合征？,血糖控制不良，血糖＞12mmol/L；,肺功能不全，氧饱和度＜90%；,肝功能不全，血总胆红素＞102μmol/L；心功能衰竭，已经应用强心剂；出现神志不清或昏迷，格拉斯哥昏迷分级（GCS）结果为9分或9分以下；肾功能衰竭，血清肌酐＞300μmol/L且每日总尿量＜500ml。,高血压，收缩压＞140mmHg。,
286,"第⼀条本附加险合同可附加于华农财产保险股份有限公司互联⽹专属的住院医疗类保险合同（以下简称“主险合同”）上。在投保主险合同的基
础上，投保⼈可以投保本附加险。凡涉及本附加险合同的约定，均应采⽤书⾯形式。",本附加险合同是否需要投保主险合同？,是的，投保本附加险合同需要在基础上投保主险合同。,不需要，本附加险合同可以独立投保。,只要投保本附加险合同，不需要投保主险合同。,投保主险合同和本附加险合同是两个独立的合同，可以分开投保。,
287,"第三条保险⾦额是保险⼈承担赔偿或者给付保险⾦责任的最⾼限额。本附加险合同的保险⾦额由投保⼈与保险⼈协商确定，并在保险单中载明。
本附加险合同的保险费由保险⼈根据保险⾦额、保险期间及具体⻛险状况等确定，并在保险单中载明其⾦额。投保⼈应该按照本附加险合同约定
向保险⼈交纳保险费。",保险各方如何确定本附加险合同的保险额和保险费？,保险金额和保险费由保险人决定，并在保险单中载明。,保险金额由投保人与保险人协商确定，并在保险单中载明，保险费由保险人根据保险金额、保险期间及具体风险状况等确定，并在保险单中载明其金额。,保险金额由投保人决定，保险费由保险人根据保险期间和具体风险状况等确定，并在投保单中载明。,保险金额由保险人决定，保险费由投保人根据具体风险状况确定并在投保单中载明。,
288,"10.25
主动脉手术
指为治疗主动脉疾病或主动脉创伤，已经实施了开胸（含胸腔镜下）或开腹
（含腹腔镜下）进行的切除、置换、修补病损主动脉血管、主动脉创伤后修
复的手术。主动脉指升主动脉、主动脉弓和降主动脉（含胸主动脉和腹主动
脉），不包括升主动脉、主动脉弓和降主动脉的分支血管。
所有未实施开胸或开腹的动脉内介入治疗不在保障范围内。",什么情况下可以保障主动脉手术的费用？,只有当患者已经实施了开胸或开腹手术，并且进行了切除、置换、修补病损主动脉血管、主动脉创伤后修复的情况下，可以保障主动脉手术的费用。,只要患者进行了动脉内介入治疗，就可以保障主动脉手术的费用。,只要患者进行了开胸或开腹手术，就可以保障主动脉手术的费用。,只要患者进行了主动脉创伤的修复手术，就可以保障主动脉手术的费用。,
289,如果您或受益人故意或者因重大过失未及时通知，致使保险事故的性质、原因、损失程度等难以确定的，我们对无法确定的部分，不承担给付保险金的责任，但我们通过其它途径已经及时知道或者应当及时知道保险事故发生或者虽未及时通知但不影响我们确定保险事故的性质、原因、损失程度的除外。,如果发生保险事故后被保险人没有及时通知保险公司，对于无法确定的事故性质、原因、损失程度，保险公司是否会承担给付保险金的责任？,保险公司会提供其他补偿方式，弥补无法确定部分的损失。,保险公司不承担给付保险金的责任。,保险公司会承担给付保险金的责任。,保险公司会进行优惠处理，部分承担保险金的责任。,
290,"12.8
早期原发性心肌病
被诊断为原发性心肌病，虽然未达到重大疾病“严重原发性心肌病”的给付标准，但符合下列所有条件：
(1)导致心室功能受损，其受损程度达到美国纽约心脏病学会心脏功能分级
的第Ⅲ级，或其同等级別，即：体力活动明显受限，休息时无症状，轻于日常的活动即可引起充血性心力衰竭的症状。",根据以上保险条款，什么条件可以被诊断为早期原发性心肌病？,导致心室功能受损，但只有在体力活动期间才会出现症状。,心室功能受损，达到纽约心脏病学会心脏功能分级的第Ⅲ级，并且体力活动明显受限，休息时无症状，轻于日常活动即可引起充血性心力衰竭的症状。,导致心室功能受损，但不一定会引起充血性心力衰竭的症状。,心室功能受损，但未达到纽约心脏病学会心脏功能分级的第Ⅲ级。,
291,"(3)原发性心肌病的诊断必须由本公司认可医院的心脏专科医生确认，并提
供心脏超声检查结果报告。
本保障范围内的心肌病包括扩张型心肌病、肥厚型心肌病及限制型心肌病。
继发于全身性疾病或其它器官系统疾病及酒精滥用造成的心肌病变不在保障
范围内。",什么样的心肌病在本保障范围内？,本保障范围内的心肌病包括冠心病和心律失常。,本保障范围内的心肌病包括继发于全身性疾病或其他器官系统疾病的心肌病变。,本保障范围内的心肌病包括扩张型心肌病、肥厚型心肌病及限制型心肌病。,本保障范围内的心肌病包括心肌炎和心肌纤维化。,
292,"75.克雅氏病是一种传染性海绵状脑病，临床表现为快速进行性痴呆、肌阵挛和特征性脑电图
变化。本病须经三级医院的专科医生根据WHO诊断标准明确诊断，并且被保险人
自主生活能力完全丧失，无法独立完成六项基本日常生活活动（注7）中的三项
或三项以上。
疑似病例不在本保障范围内。",克雅氏病的临床表现是什么？,克雅氏病的临床表现为呼吸困难和心脏骤停。,克雅氏病的临床表现为肢体疼痛和消化不良。,克雅氏病的临床表现为快速进行性痴呆、肌阵挛和特征性脑电图变化。(根据保险条款第一句: 克雅氏病是一种传染性海绵状脑病，临床表现为快速进行性痴呆、肌阵挛和特征性脑电图变化。),克雅氏病的临床表现为长期头痛和视力模糊。,
293,"8.5
合同内容变
更
在本合同保险期间内，经您与本公司协商一致，可以变更本合同的有关内容。
变更本合同的，应当由本公司在保险单或者其他保险凭证上批注或者附贴批
单，或由您和本公司订立变更的书面协议。",本合同的内容是否可以根据协商一致进行变更?,只有保险公司可以变更合同内容，被保险人无权干涉。,只有在特殊情况下才可以变更合同内容，需要得到监管机构的批准。,"是的,根据保险条款内容,在本合同保险期间内，经双方协商一致，可以变更本合同的有关内容。",不可以，合同内容一经确定就不能变更。,
294,"10.原发性肺
动脉高压
指由于原发性肺动脉高压进行性发展而导致右心室肥厚，已经造成永久不可逆
（注4）性的体力活动能力受限，达到美国纽约心脏病学会（NewYorkHeart
Association，NYHA）心功能状态分级（注5）Ⅲ级，且静息状态下肺动脉平均压
超过25mmHg，但未达到本合同所指重度疾病“严重特发性肺动脉高压”的标准。",什么是原发性肺动脉高压？,原发性肺动脉高压是指由于原发性肺动脉高压进行性发展而导致右心室肥厚，已经造成永久不可逆性的体力活动能力受限，达到美国纽约心脏病学会（NYHA）心功能状态分级Ⅲ级，且静息状态下肺动脉平均压超过25mmHg，但未达到本合同所指重度疾病“严重特发性肺动脉高压”的标准。,原发性肺动脉高压是由于体力活动频繁导致的肺动脉高压。,原发性肺动脉高压只会导致轻度的体力活动能力受限，不会达到NYHA心功能状态分级Ⅲ级。,原发性肺动脉高压是指肺动脉平均压超过25mmHg就可以被认定为重度疾病。,
